window,mean,median,std,iqr,start_index,class
window430,19.880000000000003,19.75,0.7737403549061005,1.3,43000,NOR
window431,20.160000000000004,20.15,0.7629554010949081,1.25,43100,NOR
window432,20.07,20.1,0.7446648356967455,1.15,43200,NOR
window433,19.96,19.95,0.7461126804231453,1.175,43300,NOR
window434,20.169999999999998,20.25,0.733268838139726,1.225,43400,NOR
window435,20.15,20.25,0.7958958548895709,1.475,43500,NOR
window436,19.93,19.8,0.7206702613425806,1.175,43600,NOR
window437,19.86,19.85,0.7400736041131084,1.2,43700,NOR
window438,19.95,19.9,0.7581908265705393,1.275,43800,NOR
window439,19.93,19.9,0.7917224669712128,1.425,43900,NOR
window440,19.84,19.85,0.7937977469038898,1.4,44000,NOR
window441,19.939999999999998,19.85,0.7839504422134826,1.1,44100,NOR
window442,19.969999999999995,20.05,0.821844712875673,1.425,44200,NOR
window443,19.830000000000002,19.85,0.7583947041559702,1.2,44300,NOR
window444,19.889999999999997,19.85,0.7634332176460404,1.275,44400,NOR
window445,20.020000000000003,19.85,0.7888646382048573,1.275,44500,NOR
window446,20.130000000000003,20.2,0.8032297785867,1.475,44600,NOR
window447,20.089999999999996,20.1,0.764288038499808,1.325,44700,NOR
window448,20.059999999999995,20.1,0.7530729625663353,1.2,44800,NOR
window449,19.93,19.65,0.8288879700864797,1.5,44900,NOR
window450,306.03000000000003,297.9,115.15815340485753,170.8,45000,DUP
window451,305.26000000000005,315.3,118.04903382846206,182.275,45100,DUP
window452,300.61,301.1,109.08318932689023,162.475,45200,DUP
window453,314.0,307.3,108.02750564939606,166.225,45300,DUP
window454,309.24,315.1,114.68609300740847,185.75,45400,DUP
window455,317.22,312.5,111.7582390114562,171.45,45500,DUP
window456,309.36,311.85,113.66454573770083,177.825,45600,DUP
window457,301.95,302.95,98.5852614080593,145.85,45700,DUP
window458,319.85,313.25,106.28706806832334,156.05,45800,DUP
window459,304.33000000000004,312.6,119.64836488916117,202.325,45900,DUP
window460,280.49,286.75,109.7310335129713,152.425,46000,DUP
window461,294.96999999999997,294.2,113.09021897704437,173.925,46100,DUP
window462,297.50000000000006,293.55,110.13022647731887,149.875,46200,DUP
window463,323.71,319.85,95.20601434716615,138.8,46300,DUP
window464,293.58000000000004,290.15,100.48150662664987,162.15,46400,DUP
window465,312.69,314.25,107.17782881035464,150.75,46500,DUP
window466,336.52,337.5,106.46374136496259,168.425,46600,DUP
window467,291.37,272.8,113.62027982541079,184.525,46700,DUP
window468,311.15,317.6,97.77277002267572,129.875,46800,DUP
window469,308.52,310.5,107.97929716703277,176.925,46900,DUP
window470,19.900000000000002,19.8,0.734500744665868,1.075,47000,NOR
window471,19.96,20.05,0.7375343566934099,1.075,47100,NOR
window472,20.139999999999997,20.25,0.7957056116740885,1.375,47200,NOR
window473,19.970000000000002,20.1,0.802814782118818,1.375,47300,NOR
window474,20.029999999999998,20.15,0.7331322990268457,1.125,47400,NOR
window475,19.91,19.9,0.7346346299156726,1.225,47500,NOR
window476,19.91,19.8,0.7394898802122863,1.125,47600,NOR
window477,20.09,20.2,0.7607466997672752,1.125,47700,NOR
window478,19.97,19.9,0.7642617683471824,1.35,47800,NOR
window479,20.04,20.05,0.7794228707725995,1.25,47900,NOR
window480,20.000000000000004,19.95,0.769521468311863,1.325,48000,NOR
window481,20.06,20.1,0.7236325628088206,1.075,48100,NOR
window482,20.119999999999997,20.3,0.8097046204195248,1.4,48200,NOR
window483,20.019999999999996,20.15,0.8149849370803419,1.5,48300,NOR
window484,20.13,20.15,0.7458256260569438,1.125,48400,NOR
window485,20.03,20.1,0.7802555701512331,1.325,48500,NOR
window486,20.080000000000002,20.1,0.7883677527786642,1.375,48600,NOR
window487,20.09,20.05,0.7310147458477576,1.2,48700,NOR
window488,20.23,20.2,0.672425924867007,1.0,48800,NOR
window489,20.04,20.1,0.771083800530389,1.25,48900,NOR
window490,19.939999999999998,19.9,0.7394179011320682,1.1,49000,NOR
window491,20.05,20.15,0.7901385840498852,1.275,49100,DEL
window492,19.990000000000002,20.0,0.8001717095479398,1.4,49200,NOR
window493,19.95,19.8,0.8043207365769642,1.275,49300,NOR
window494,19.939999999999998,20.1,0.7923314253473628,1.45,49400,NOR
window495,19.96,19.85,0.7709240075240686,1.15,49500,NOR
window496,19.970000000000002,20.0,0.7570241090389315,1.175,49600,NOR
window497,20.080000000000002,20.25,0.7898048795208428,1.225,49700,NOR
window498,19.89,19.9,0.6899704598331965,1.15,49800,NOR
window499,20.03,20.1,0.7602360200489139,1.175,49900,NOR
window500,20.009999999999998,19.95,0.8148019866763443,1.55,50000,NOR
window501,20.009999999999998,20.05,0.7882713542486786,1.325,50100,NOR
window502,20.0,20.0,0.7796470137155632,1.45,50200,NOR
window503,19.97,19.85,0.7398374852363641,1.225,50300,NOR
window504,20.04,20.1,0.7892983377024787,1.175,50400,NOR
window505,20.020000000000003,19.95,0.7291708595812257,1.1,50500,NOR
window506,20.03,20.05,0.743594937956678,1.175,50600,NOR
window507,19.93,19.85,0.7487749030807592,1.075,50700,NOR
window508,19.96,19.85,0.782461952910449,1.25,50800,NOR
window509,20.05,20.1,0.7909360848270369,1.425,50900,NOR
window510,19.910000000000004,19.8,0.7464352713959371,1.2,51000,NOR
window511,19.939999999999998,19.85,0.8284150180073999,1.375,51100,NOR
window512,19.990000000000002,20.0,0.728523185082637,0.85,51200,NOR
window513,20.009999999999998,19.9,0.8038391554566724,1.475,51300,NOR
window514,19.9,19.8,0.7357928371330482,1.05,51400,NOR
window515,20.03,20.05,0.8280455788684347,1.5,51500,NOR
window516,20.1,20.25,0.7616877544292214,1.25,51600,NOR
window517,20.04,20.1,0.8091621220448495,1.45,51700,NOR
window518,19.919999999999998,19.9,0.7298579512129232,1.125,51800,NOR
window519,19.97,19.95,0.7499212811079303,1.125,51900,NOR
window520,20.109999999999996,20.2,0.7563553328626391,1.3,52000,NOR
window521,19.939999999999998,19.95,0.7332745000731948,1.2,52100,NOR
window522,20.07,19.95,0.7622371718967164,1.4,52200,NOR
window523,20.02,20.0,0.7931350041912898,1.35,52300,NOR
window524,20.009999999999998,20.0,0.7649923948146544,1.225,52400,NOR
window525,19.97,19.9,0.8084983528843465,1.45,52500,NOR
window526,19.93,19.9,0.7155990988299813,1.075,52600,NOR
window527,20.08,20.05,0.7440699126904529,1.125,52700,NOR
window528,19.939999999999998,19.9,0.7422840630988311,1.2,52800,NOR
window529,20.030000000000005,20.15,0.7457959289787086,1.15,52900,NOR
window530,20.07,20.05,0.7074805272207956,0.9,53000,NOR
window531,20.18,20.25,0.7332580664998248,1.025,53100,NOR
window532,20.009999999999998,20.15,0.7047298465674035,1.075,53200,NOR
window533,20.009999999999998,20.0,0.7830316484691477,1.475,53300,NOR
window534,19.970000000000002,20.0,0.7860914915012456,1.3,53400,NOR
window535,19.99,19.95,0.7945531184290935,1.325,53500,NOR
window536,19.99,19.85,0.759206468745378,1.225,53600,NOR
window537,20.07,20.15,0.7666254969690003,1.225,53700,NOR
window538,19.93,19.95,0.8087483202234449,1.6,53800,NOR
window539,19.889999999999997,19.9,0.8140451443932092,1.525,53900,NOR
window540,20.18,20.3,0.7680100834662545,1.325,54000,NOR
window541,20.150000000000002,20.3,0.7392315616568003,1.1,54100,NOR
window542,20.080000000000002,20.05,0.7762432568731098,1.25,54200,NOR
window543,19.85,19.75,0.7952845228191944,1.35,54300,NOR
window544,20.12,20.15,0.7795269263406162,1.325,54400,NOR
window545,20.169999999999998,20.15,0.7558553141209733,1.125,54500,NOR
window546,20.050000000000004,20.25,0.7399625628571116,1.025,54600,NOR
window547,19.990000000000002,20.0,0.7850661115016925,1.25,54700,NOR
window548,20.06,20.15,0.7781126856835943,1.225,54800,NOR
window549,20.08,20.1,0.7805916001898,1.375,54900,NOR
window550,20.029999999999998,20.2,0.7653502267720471,1.15,55000,NOR
window551,19.98,20.05,0.6774968571729574,0.85,55100,NOR
window552,20.009999999999998,20.0,0.8126421175578094,1.325,55200,NOR
window553,19.99,20.1,0.7401741347676734,1.4,55300,NOR
window554,20.11,20.2,0.7473923584226065,1.275,55400,NOR
window555,19.96,19.9,0.790253983066407,1.45,55500,NOR
window556,19.97,19.9,0.7781754147028589,1.4,55600,NOR
window557,19.999999999999996,19.9,0.7054312054094334,1.0,55700,NOR
window558,19.95,19.95,0.7779145652956211,1.2,55800,NOR
window559,20.08,20.2,0.7848096000103086,1.15,55900,NOR
window560,20.040000000000003,19.95,0.8073825022245765,1.275,56000,NOR
window561,20.07,20.05,0.7899207018954795,1.375,56100,NOR
window562,20.04,20.05,0.7312303422778987,1.1,56200,NOR
window563,20.0,19.9,0.8429033440055459,1.625,56300,NOR
window564,20.119999999999997,20.2,0.7461247369729008,1.075,56400,NOR
window565,20.05,20.25,0.7876142590739209,1.4,56500,NOR
window566,19.9,19.7,0.8236600894463983,1.475,56600,NOR
window567,19.89,19.85,0.7212289510759428,1.175,56700,NOR
window568,20.080000000000002,20.2,0.7432570865869048,1.125,56800,NOR
window569,19.95,20.05,0.7700987800344182,1.225,56900,NOR
window570,19.970000000000002,20.0,0.763515723636105,1.275,57000,NOR
window571,20.04,20.1,0.7306082024684643,1.1,57100,NOR
window572,19.990000000000002,19.9,0.7609591742664923,1.075,57200,NOR
window573,20.01,20.1,0.7512384101440248,1.275,57300,NOR
window574,20.1,20.1,0.79697592394697,1.55,57400,NOR
window575,20.0,19.85,0.7721044097979772,1.4,57500,NOR
window576,19.98,20.0,0.8336847197118834,1.6,57600,NOR
window577,20.059999999999995,20.0,0.7487317687964586,1.125,57700,NOR
window578,20.11,20.0,0.6894631583277719,0.95,57800,NOR
window579,20.03,19.85,0.746104620952045,1.125,57900,NOR
window580,20.07,20.15,0.760853710579903,1.225,58000,NOR
window581,19.96,19.9,0.7380843520076205,1.075,58100,NOR
window582,20.000000000000004,20.05,0.7415703462327056,0.975,58200,NOR
window583,20.020000000000003,20.2,0.6991757664479791,1.0,58300,NOR
window584,20.07,20.1,0.7843248015625668,1.2,58400,NOR
window585,20.03,20.0,0.797012854698307,1.4,58500,NOR
window586,19.740000000000002,19.5,0.758887273379859,1.075,58600,NOR
window587,20.030000000000005,20.1,0.7285102213650219,1.15,58700,NOR
window588,20.11,20.1,0.7912505764457791,1.4,58800,NOR
window589,19.97,19.9,0.7712753228427605,1.25,58900,NOR
window590,20.07,20.15,0.7883978170796676,1.325,59000,NOR
window591,20.1,20.05,0.7713481203858128,1.375,59100,NOR
window592,19.93,19.95,0.7384052648660119,1.125,59200,NOR
window593,19.9,19.8,0.720033758669658,1.05,59300,NOR
window594,19.93,19.9,0.7121649428743858,1.175,59400,NOR
window595,19.99,20.0,0.7419784493470943,1.125,59500,NOR
window596,19.96,19.8,0.7338344577373966,1.15,59600,NOR
window597,20.0,19.85,0.7551326911612962,1.2,59700,NOR
window598,20.15,20.2,0.7700274657829189,1.3,59800,NOR
window599,20.06,20.05,0.7325130980182276,1.05,59900,NOR
window600,19.86,19.8,0.7779908038914247,1.35,60000,NOR
window601,20.07,20.15,0.798753889052279,1.325,60100,NOR
window602,19.96,19.95,0.7715712317075494,1.075,60200,NOR
window603,19.999999999999996,20.0,0.744863429482923,1.1,60300,NOR
window604,20.05,20.15,0.8054749799917282,1.35,60400,NOR
window605,20.11,20.25,0.7615754840896277,1.2,60500,NOR
window606,19.95,20.0,0.6969223067183778,1.1,60600,NOR
window607,19.97,20.15,0.7983063938809676,1.525,60700,NOR
window608,20.0,20.05,0.7870770183510215,1.125,60800,DUP
window609,19.98,20.0,0.8378532046719828,1.625,60900,NOR
window610,20.08,20.2,0.7396237155910729,1.25,61000,NOR
window611,19.880000000000003,19.85,0.7776744682994083,1.375,61100,NOR
window612,20.0,19.9,0.7832670499795633,1.35,61200,NOR
window613,20.07,20.1,0.7852466798907048,1.275,61300,NOR
window614,20.11,20.25,0.8108702011165801,1.475,61400,NOR
window615,19.88,19.95,0.7456232884827528,1.275,61500,NOR
window616,20.05,20.0,0.6937985506131643,1.025,61600,NOR
window617,20.07,19.9,0.803004761395718,1.4,61700,NOR
window618,20.04,20.2,0.7529820599190258,1.15,61800,NOR
window619,20.04,20.05,0.736950103496073,1.1,61900,NOR
window620,19.95,20.15,0.7413562208702401,1.25,62000,NOR
window621,20.130000000000003,20.25,0.7241500035966094,1.1,62100,NOR
window622,19.98,19.9,0.7926520583872869,1.475,62200,NOR
window623,19.939999999999998,19.85,0.7296185262022938,1.175,62300,NOR
window624,19.94,20.05,0.7863008351127452,1.45,62400,NOR
window625,19.880000000000003,19.75,0.7923688244490799,1.4,62500,NOR
window626,19.96,19.85,0.8008454627125079,1.35,62600,NOR
window627,20.07,20.1,0.7515841924901618,1.375,62700,NOR
window628,19.910000000000004,19.9,0.7536686825892058,1.2,62800,NOR
window629,20.11,20.1,0.7242365551020848,0.95,62900,NOR
window630,20.16,20.25,0.7938437303490613,1.35,63000,NOR
window631,20.01,20.0,0.7901608256776074,1.325,63100,NOR
window632,20.009999999999998,20.0,0.7844109404769892,1.275,63200,NOR
window633,20.139999999999997,20.4,0.7979800557849073,1.325,63300,NOR
window634,19.93,20.0,0.7174531219316893,1.05,63400,NOR
window635,20.1,20.25,0.7748714110904555,1.325,63500,NOR
window636,20.080000000000002,19.95,0.7818881170935841,1.375,63600,NOR
window637,19.98,20.0,0.7397685607742525,1.075,63700,NOR
window638,19.95,19.9,0.8122150072391545,1.375,63800,NOR
window639,19.98,19.95,0.7862135796321448,1.375,63900,NOR
window640,19.869999999999997,19.85,0.7426722974352418,1.15,64000,NOR
window641,19.97,19.9,0.8030270959625136,1.5,64100,NOR
window642,20.08,20.15,0.8040162957160513,1.4,64200,NOR
window643,19.97,19.85,0.8045550584709537,1.4,64300,NOR
window644,20.03,19.95,0.8225900026397331,1.575,64400,NOR
window645,19.919999999999995,19.85,0.7750039514258552,1.325,64500,NOR
window646,19.970000000000002,20.0,0.7502583764820948,1.2,64600,NOR
window647,19.919999999999998,19.8,0.8164025937471205,1.5,64700,NOR
window648,20.06,20.15,0.8247484531957955,1.45,64800,NOR
window649,20.020000000000003,20.1,0.7664597217949292,1.275,64900,NOR
window650,20.02,20.05,0.7385260643676917,1.125,65000,NOR
window651,19.990000000000002,19.95,0.7025362071485035,0.875,65100,NOR
window652,19.98,19.8,0.770853710579903,1.275,65200,NOR
window653,19.949999999999996,19.9,0.6943336056601908,1.05,65300,NOR
window654,19.99,19.8,0.8179785781006391,1.5,65400,NOR
window655,19.979999999999997,20.0,0.7568788382989698,1.1,65500,NOR
window656,20.169999999999998,20.15,0.7199269931515299,1.175,65600,NOR
window657,20.119999999999997,20.3,0.7239553458750234,1.15,65700,NOR
window658,19.990000000000002,20.0,0.767755100702884,1.2,65800,NOR
window659,20.03,19.9,0.7335962237926569,1.175,65900,NOR
window660,20.03,20.15,0.8047542096757901,1.45,66000,NOR
window661,20.009999999999998,19.95,0.8036056574363133,1.45,66100,NOR
window662,20.09,20.15,0.7746937786051374,1.3,66200,NOR
window663,19.830000000000002,19.75,0.7225333950316396,1.1,66300,NOR
window664,20.02,20.0,0.7994606172070755,1.425,66400,NOR
window665,19.919999999999998,19.9,0.7348919386606051,1.175,66500,NOR
window666,19.939999999999998,19.8,0.7744355158794415,1.125,66600,NOR
window667,19.88,19.9,0.735940883849856,1.175,66700,NOR
window668,20.09,20.15,0.7355221001409483,1.125,66800,NOR
window669,19.959999999999997,20.05,0.7668569338632667,1.125,66900,NOR
window670,20.08,20.15,0.7548017051582155,1.125,67000,NOR
window671,19.89,19.75,0.7670616115148292,1.075,67100,NOR
window672,20.130000000000003,20.35,0.736981236091691,1.025,67200,NOR
window673,20.05,19.95,0.7236942369290559,1.125,67300,NOR
window674,20.059999999999995,20.15,0.8093404474908551,1.325,67400,NOR
window675,20.05,20.15,0.7680471793671287,1.2,67500,NOR
window676,19.880000000000003,19.9,0.7752447298714933,1.325,67600,NOR
window677,20.07,20.05,0.8009414083196186,1.5,67700,NOR
window678,20.089999999999996,20.15,0.7892345533046368,1.225,67800,NOR
window679,20.12,20.15,0.787920672979313,1.4,67900,NOR
window680,20.009999999999998,19.95,0.7851619340555771,1.325,68000,NOR
window681,19.939999999999998,19.9,0.7948532402526325,1.225,68100,NOR
window682,19.93,19.85,0.7410364541917696,1.2,68200,NOR
window683,19.940000000000005,19.8,0.7877766508698636,1.35,68300,NOR
window684,20.06,20.1,0.7452272636849256,1.1,68400,NOR
window685,20.12,20.2,0.7145201621630133,1.075,68500,NOR
window686,19.759999999999998,19.6,0.7295361802593422,1.0,68600,NOR
window687,20.009999999999998,20.0,0.7815326738211337,1.425,68700,NOR
window688,19.880000000000003,19.8,0.7555131625110614,1.2,68800,NOR
window689,19.88,19.7,0.7562475039771882,1.425,68900,NOR
window690,20.02,19.9,0.7612106342044982,1.25,69000,NOR
window691,20.110000000000003,20.15,0.7205165067132102,1.05,69100,NOR
window692,20.0,19.95,0.7040094321077639,0.975,69200,NOR
window693,20.089999999999996,20.25,0.8070933351780507,1.425,69300,NOR
window694,19.979999999999997,20.2,0.7061583174231355,1.3,69400,NOR
window695,19.949999999999996,19.85,0.7798684544828226,1.3,69500,NOR
window696,19.9,19.8,0.7829902831320054,1.45,69600,NOR
window697,19.91,19.8,0.7965527084163122,1.375,69700,NOR
window698,20.150000000000002,20.2,0.795447271474778,1.45,69800,NOR
window699,19.970000000000006,19.95,0.7321628284697064,0.925,69900,NOR
window700,3.63,3.5,2.457089987505591,3.85,70000,DEL
window701,4.0600000000000005,4.15,2.3536919414709083,3.425,70100,DEL
window702,3.6900000000000004,3.85,2.4090079908008346,3.75,70200,DEL
window703,4.45,4.7,2.4406322844838217,4.2,70300,DEL
window704,3.499999999999999,3.45,2.402325220004119,3.8,70400,DEL
window705,3.97,3.9,2.3831543616508237,3.725,70500,DEL
window706,3.8400000000000007,3.8,2.469075762412297,3.875,70600,DEL
window707,4.319999999999999,4.3,2.3074324678800044,3.575,70700,DEL
window708,4.12,4.3,2.204017737175896,3.2,70800,DEL
window709,3.9799999999999995,4.0,2.2215478789284524,3.625,70900,DEL
window710,4.0600000000000005,4.2,2.4188378575974476,3.95,71000,DEL
window711,3.8899999999999997,3.95,2.3837496406553194,3.5,71100,DEL
window712,4.05,4.0,2.524566273751655,3.95,71200,DEL
window713,3.8400000000000007,3.7,2.169811918804852,3.35,71300,DEL
window714,3.9699999999999998,4.1,2.2414765957629297,3.0,71400,DEL
window715,3.65,3.3,2.630918326999047,4.025,71500,DEL
window716,3.8,3.45,2.219548803151397,3.5,71600,DEL
window717,3.8800000000000003,3.35,2.5576085814374565,4.275,71700,DEL
window718,4.17,4.45,2.5062100096721336,4.025,71800,DEL
window719,3.75,3.55,2.4630574361555144,3.95,71900,DEL
window720,20.06,20.1,0.758471372797425,1.15,72000,NOR
window721,20.15,20.2,0.7144165754350068,1.1,72100,NOR
window722,20.04,20.2,0.7543586816397084,1.275,72200,NOR
window723,20.130000000000003,20.25,0.8172169511747167,1.475,72300,NOR
window724,20.05,20.2,0.8060572726689488,1.425,72400,NOR
window725,19.920000000000005,19.9,0.7896399317812625,1.275,72500,NOR
window726,20.06,20.1,0.7781126856835943,1.175,72600,NOR
window727,20.119999999999997,20.1,0.7492970221076158,1.275,72700,NOR
window728,20.07,20.1,0.7060027249717854,1.025,72800,NOR
window729,20.2,20.4,0.8167002408250404,1.375,72900,NOR
window730,19.87,19.85,0.8006156684636041,1.325,73000,NOR
window731,19.990000000000002,20.05,0.7482788231130598,1.15,73100,NOR
window732,19.98,20.05,0.75691902761902,1.175,73200,NOR
window733,20.029999999999998,19.95,0.8405418124412478,1.6,73300,NOR
window734,20.020000000000003,20.0,0.7981716136602393,1.375,73400,NOR
window735,20.03,20.0,0.692986024755331,1.15,73500,NOR
window736,20.06,20.1,0.7677627937882215,1.175,73600,NOR
window737,20.03,20.0,0.7353560374095187,1.275,73700,NOR
window738,20.080000000000002,20.15,0.7580292471467771,1.2,73800,NOR
window739,19.979999999999997,20.0,0.7773261305965338,1.3,73900,NOR
window740,20.05,20.0,0.7573491046080926,1.2,74000,NOR
window741,19.849999999999998,19.8,0.7599909525793176,1.3,74100,NOR
